id,accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_type,casualty_home_area_type,accident_severity,day_of_week,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,vehicle_type,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,hit_object_in_carriageway,hit_object_off_carriageway,first_point_of_impact,journey_purpose_of_driver,sex_of_driver,age_band_of_driver,age_of_vehicle,driver_home_area_type
1914169,201320S051933,2,1,1,2,5,3,9,1,3,7,12:50,3,30,1,4,0,0,1,2,2,0,0,1,9,3,0,1,0,0,2,-1,2,5,10,1
1921228,201322C304513,1,1,2,1,9,3,9,1,3,6,20:49,6,30,7,2,0,5,4,1,1,0,0,1,9,18,0,8,0,0,1,-1,1,4,13,1
1922613,201322F300962,1,1,3,2,3,3,0,2,3,2,16:42,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,-1,2,5,10,1
1924649,2013232663913,1,1,1,2,5,3,9,1,2,6,17:30,6,50,6,4,0,0,4,1,2,0,0,2,9,18,0,8,0,0,4,-1,2,5,4,1
1930151,201331B283413,1,1,1,2,6,3,9,1,3,4,09:13,6,50,0,-1,0,0,1,1,1,0,0,2,9,17,0,0,0,3,1,1,2,6,11,1
1933804,201332L029813,1,2,2,1,5,3,9,1,3,7,10:16,6,60,0,-1,0,0,1,8,3,0,0,2,9,17,0,0,0,4,1,-1,2,5,18,-1
1934985,201332N222613,1,1,1,1,5,3,3,2,3,1,17:25,6,30,3,4,0,0,1,1,1,0,0,2,3,16,0,2,0,0,1,-1,1,5,6,2
1936837,2013331301056,2,1,1,1,4,3,3,1,3,3,08:50,6,30,3,4,0,4,1,1,1,0,0,1,3,13,0,1,0,0,1,1,1,4,2,1
1938191,2013331302123,1,1,3,1,5,2,0,1,2,1,16:04,6,30,3,4,0,0,1,1,1,0,0,1,9,17,9,8,10,9,1,-1,1,6,10,-1
1938300,2013331302217,1,1,3,2,3,3,0,1,3,7,12:00,3,30,0,-1,0,0,1,8,1,0,0,1,9,18,0,0,0,0,1,-1,1,10,7,1
1939864,201334WN18323,1,2,2,1,4,3,9,3,3,7,00:05,3,70,0,-1,0,0,4,1,1,0,0,2,9,18,0,0,0,0,1,-1,1,4,8,1
1940313,2013350010913,2,1,1,1,7,3,4,2,3,3,09:45,6,30,3,4,0,0,1,1,1,0,0,1,4,10,0,1,0,0,2,-1,1,7,8,2
1941737,2013353036413,1,1,1,1,5,3,19,1,3,6,04:30,6,30,0,-1,0,0,4,-1,1,0,0,1,19,18,0,0,7,0,1,1,1,5,7,1
1941800,2013353042013,2,1,1,1,6,3,9,-1,3,4,17:15,6,50,0,-1,0,0,1,1,1,0,0,2,9,4,0,0,0,0,2,-1,1,6,2,-1
1954398,201342I159706,2,1,1,2,4,3,3,1,3,5,18:30,6,30,3,4,0,0,1,1,1,0,0,1,3,18,0,1,0,0,0,-1,2,4,4,1
1957419,201342I415112,2,1,1,2,7,3,9,1,3,4,22:35,6,30,3,4,0,1,4,2,2,0,0,1,9,18,0,1,0,3,1,-1,2,7,7,1
1961264,201343R066123,1,4,2,1,6,2,9,-1,2,7,22:59,3,40,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,2,4,-1,1,6,6,1
1962305,201343R267103,1,1,1,1,6,3,9,-1,3,1,01:06,6,30,8,4,0,0,4,8,2,0,0,1,9,9,0,5,0,0,1,1,1,6,1,-1
1962946,201343S080023,2,1,1,2,9,3,9,1,3,6,19:40,6,60,3,4,0,0,4,1,2,0,0,1,9,18,0,8,0,0,1,2,2,9,4,1
1967008,2013440232290,2,1,1,2,2,3,1,1,3,3,17:20,6,30,3,4,0,0,1,1,1,0,0,1,1,18,0,1,0,0,4,-1,2,2,-1,1
1967102,2013440239537,2,2,1,1,9,3,9,1,3,1,18:18,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,7,3,-1,1,9,9,1
1968177,2013440339781,1,1,2,1,8,3,19,1,3,7,08:10,6,60,0,-1,0,0,1,2,2,0,0,2,19,17,0,0,0,0,1,-1,1,9,2,1
1975774,2013460223694,1,2,2,2,3,3,9,-1,3,3,18:00,3,70,0,-1,0,0,6,1,4,0,0,2,9,18,0,0,0,4,4,-1,1,4,-1,2
1987059,2013471306835,2,1,1,1,6,3,1,1,3,3,07:58,6,20,3,4,0,0,1,2,2,0,0,1,1,18,0,8,0,0,1,1,1,6,-1,1
1993491,2013520305400,1,2,1,1,8,3,9,3,1,3,15:56,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,10,3,-1,1,8,6,3
1993698,2013520306452,2,2,1,2,10,3,9,3,3,5,12:30,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,-1,2,10,10,3
1995287,2013521303647,1,1,1,1,6,2,9,1,2,5,23:30,6,30,0,-1,0,0,4,1,1,0,0,2,9,16,0,0,0,4,1,-1,1,6,9,1
1996481,2013521307488,2,1,1,1,8,3,1,1,3,7,01:55,6,30,3,4,0,0,4,1,2,0,0,1,1,18,0,8,0,0,1,-1,1,8,-1,1
1996716,2013521308369,1,1,2,2,8,3,11,1,3,2,15:35,2,20,8,-1,0,4,1,1,1,0,0,1,11,18,0,1,0,0,0,-1,1,6,-1,-1
1996766,2013521308561,1,1,1,1,7,3,9,1,3,5,17:00,6,60,0,-1,0,0,6,1,2,0,3,2,9,18,0,0,0,9,1,1,1,7,-1,1
2005863,2013621300168,1,1,1,1,6,3,9,1,3,5,15:37,6,30,8,4,0,0,1,1,1,0,7,1,9,18,0,8,0,10,1,2,1,6,11,1
2008447,2013621302036,1,1,3,1,10,3,0,1,3,4,14:10,6,30,3,2,0,5,1,1,1,0,0,1,9,9,0,2,0,0,1,-1,1,6,13,1
2008636,2013621302174,2,2,1,2,6,3,9,3,3,6,17:45,6,40,0,-1,0,0,4,1,1,0,0,1,9,4,0,0,0,0,2,-1,2,6,8,3
2012921,2013930000425,1,1,3,1,3,3,0,1,3,5,09:10,6,30,1,4,0,4,1,1,1,0,0,1,9,18,0,2,0,0,1,1,1,9,2,1
2015520,2013950003952,1,1,3,2,10,3,0,1,3,5,15:00,6,30,9,4,0,5,1,1,1,0,0,1,1,18,0,1,0,0,1,-1,1,6,-1,-1
2015965,2013950005178,2,1,1,2,8,3,9,1,3,2,14:45,6,30,0,-1,0,0,1,1,1,0,0,1,9,3,0,0,0,0,2,-1,2,8,5,1
2017257,2013961301891,2,1,1,1,7,3,9,1,3,3,10:00,6,60,0,-1,0,0,1,1,2,0,2,2,9,13,0,0,0,11,4,-1,1,7,10,1
2019033,201397KA02301,3,1,1,1,8,3,9,1,3,4,17:20,3,30,3,4,0,0,4,1,1,0,0,1,9,10,0,2,0,0,4,1,1,8,4,1
2028489,201401GD10502,1,1,1,1,7,3,9,1,3,3,21:12,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,4,1,1,7,-1,1
2036167,201401MM70287,2,1,1,1,6,3,3,-1,3,5,10:00,6,30,3,4,0,0,1,1,1,0,0,1,3,3,0,1,0,0,2,1,1,6,1,-1
2036769,201401MM70953,1,1,1,1,7,3,9,1,3,1,22:08,6,30,6,2,0,5,4,1,1,0,0,1,9,3,0,8,0,0,4,-1,1,7,15,1
2039461,201401QA10483,2,2,1,1,4,3,3,1,3,3,12:30,6,30,8,4,0,0,1,1,1,0,0,1,3,13,0,1,0,0,1,-1,1,4,0,1
2043708,201401TW60351,1,2,2,2,4,3,9,1,3,5,11:15,6,30,0,-1,0,0,1,-1,1,0,0,2,9,4,0,0,0,0,1,-1,1,8,13,1
2047502,201401XD80254,1,1,2,1,6,3,8,1,3,4,22:57,6,30,0,-1,0,1,4,1,2,0,0,1,8,4,0,0,0,0,1,1,1,6,6,1
2049939,201401YE80480,1,1,1,1,6,3,5,1,3,6,17:50,3,50,0,-1,0,0,1,1,1,0,0,1,5,18,0,0,0,0,4,1,1,6,5,1
2050853,201401YR90388,1,1,3,1,2,3,0,1,3,4,17:00,6,30,3,4,0,0,1,-1,1,0,0,1,9,18,0,1,0,0,1,-1,1,-1,-1,-1
2052905,201401ZT80273,1,1,1,1,8,3,9,1,3,1,13:50,6,30,6,4,0,1,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,1,8,15,1
2055278,201404AM14037,1,1,1,1,8,3,9,1,3,1,19:10,3,30,6,4,0,0,1,1,1,0,0,1,9,18,0,1,10,2,1,-1,1,8,2,1
2057401,201404DL14014,2,1,1,2,5,3,9,1,3,3,17:00,6,20,6,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,2,2,2,5,9,1
2063314,201405EE01807,1,3,2,1,-1,3,11,1,3,5,15:40,6,30,3,3,0,0,1,1,1,0,0,1,11,18,0,8,0,0,0,-1,1,8,5,1
2064858,201406A087184,1,1,1,1,6,3,1,1,3,6,19:05,3,30,3,4,0,0,1,1,2,0,0,1,1,18,0,8,0,0,3,-1,1,6,-1,1
2070532,2014074033368,1,1,3,1,5,3,0,1,3,4,14:20,6,30,8,4,0,0,1,1,2,0,0,1,9,3,0,1,0,0,0,-1,2,10,11,1
2071672,2014074161554,2,2,1,2,9,3,9,2,2,6,22:35,6,30,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,0,1,-1,2,9,0,2
2071683,2014074164414,2,1,1,1,8,3,1,1,3,2,16:45,6,60,9,4,0,0,1,1,1,0,0,2,1,18,0,1,0,0,3,-1,1,8,-1,-1
2074385,2014100114614,1,1,1,1,5,3,9,1,3,6,14:21,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,2,1,5,8,1
2078342,201411ND12684,2,2,1,2,6,3,9,2,3,4,17:10,1,30,1,4,0,0,1,2,2,0,0,1,9,18,0,8,0,0,1,-1,2,6,10,2
2082037,2014120145967,1,1,1,1,8,2,90,3,2,4,09:00,6,30,0,-1,0,0,1,1,1,0,0,2,90,2,0,0,0,0,2,1,1,8,-1,3
2084551,2014131420246,1,1,1,2,6,3,9,1,3,4,07:30,6,30,3,4,0,0,1,1,1,0,0,1,9,9,0,1,0,0,1,1,2,6,0,1
2084863,20141314I1574,2,1,1,1,4,3,1,3,3,6,21:15,6,30,3,4,0,0,4,1,1,0,0,1,1,18,0,8,0,0,3,-1,1,4,-1,3
2087975,20141319U0826,2,1,1,1,5,3,1,-1,3,3,14:51,6,30,3,4,0,0,1,1,1,0,0,1,1,18,0,8,0,0,1,2,1,5,-1,-1
2095614,2014160B03141,2,2,1,2,8,3,9,2,3,7,13:21,1,70,1,4,0,0,1,1,1,0,0,1,9,8,0,1,0,0,2,-1,2,8,6,2
2097309,2014160D00981,2,1,1,2,7,3,9,2,2,1,21:36,6,30,6,2,0,5,4,2,2,0,0,1,9,10,0,1,0,0,2,-1,2,7,8,2
2102118,201420K501234,2,1,1,1,7,3,2,1,3,5,17:23,1,40,1,4,0,0,4,2,2,0,0,1,2,18,0,3,0,0,1,1,1,7,5,1
2103496,201420N030744,2,3,2,2,8,2,9,1,2,1,16:50,3,30,1,4,0,0,1,1,1,0,0,1,9,3,0,1,0,0,3,-1,1,6,5,1
2105876,201420W017324,2,1,1,2,6,3,9,1,3,6,20:53,7,40,1,4,0,4,4,1,1,0,0,1,9,18,0,1,10,10,2,-1,2,6,4,1
2106699,201420W502354,1,1,1,2,6,3,9,1,3,6,13:38,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,1,10,4,4,3,2,6,12,1
2120632,201431B075014,2,1,1,1,8,3,4,2,3,2,14:40,1,30,1,4,0,0,1,1,1,0,0,2,4,4,0,1,0,0,2,-1,1,8,-1,2
2120786,201431B152014,1,1,1,2,4,3,9,1,3,3,16:40,6,30,3,4,0,0,1,1,1,0,0,1,9,14,0,2,4,0,1,2,2,4,2,1
2129885,201434NC14324,1,1,3,2,8,2,0,-1,2,5,17:46,6,30,0,-1,0,1,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,11,9,-1
2130369,201434NW10124,2,1,1,2,6,3,9,1,3,2,11:42,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,1,2,6,-1,1
2132422,2014350072914,1,1,1,1,6,3,9,3,3,5,13:15,6,60,0,-1,0,0,1,2,2,7,0,2,9,16,0,0,0,0,2,-1,1,6,8,3
2136036,2014360084950,1,1,1,1,7,3,9,1,3,4,15:46,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,7,24,1
2137145,201437EA78430,1,1,1,1,7,3,20,1,3,3,12:00,6,60,0,-1,0,0,1,1,2,0,0,2,20,18,0,0,0,3,1,1,1,7,10,1
2137353,201437EA79234,2,2,1,1,9,3,9,3,2,4,16:20,1,60,1,4,0,0,1,1,1,0,0,2,9,18,0,8,0,0,4,-1,1,9,9,3
2141235,2014404DA1109,2,1,1,1,6,2,9,1,2,7,05:33,3,70,0,-1,0,0,6,1,2,0,0,2,9,2,0,0,0,0,2,1,1,6,6,1
2144745,20144100T2052,2,1,1,1,6,3,9,1,3,2,09:00,3,70,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,4,4,2,1,6,-1,1
2145697,201442I057602,2,2,1,1,5,3,9,3,3,4,14:00,6,60,6,4,0,0,1,1,2,0,0,2,9,18,0,1,0,0,1,-1,1,5,6,3
2150588,201443N026124,1,1,1,1,7,3,9,1,3,3,07:34,6,60,3,4,0,0,1,2,2,0,0,2,9,9,0,5,0,0,4,2,1,7,4,1
2153061,201443P177094,1,2,2,1,9,3,9,-1,3,7,20:12,3,70,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,0,1,-1,1,9,3,1
2153870,201443P300054,2,1,1,1,6,3,1,3,3,6,19:30,6,60,3,4,0,0,1,1,1,0,0,2,1,18,0,8,0,0,1,-1,1,6,-1,3
2159022,2014440091830,2,1,1,1,8,3,9,1,3,7,19:15,6,30,3,4,0,4,4,1,1,0,0,1,9,3,0,1,0,0,2,-1,1,8,10,1
2163421,2014440455042,1,1,1,1,5,3,9,1,3,2,16:00,6,60,6,4,0,0,6,1,1,0,0,2,9,18,0,8,0,4,3,2,1,5,-1,1
2166292,2014450016746,1,1,1,2,7,3,9,1,3,6,08:49,6,30,3,1,0,0,1,1,2,0,0,1,9,5,0,6,0,0,1,3,2,7,5,1
2168978,2014460236674,1,1,1,2,9,2,9,1,2,6,17:15,6,40,3,4,0,8,4,5,2,0,7,2,9,18,0,1,0,0,1,-1,2,9,1,1
2174058,2014460247375,3,2,2,1,7,3,19,1,3,5,06:33,3,70,0,-1,0,0,1,7,1,0,0,2,19,18,0,0,0,7,1,2,1,8,6,1
2177698,2014471402326,1,1,1,1,5,3,9,1,3,4,00:25,6,30,0,-1,0,0,6,1,1,0,0,2,9,18,0,0,0,3,1,-1,1,5,-1,1
2178123,2014471402896,1,1,1,1,6,3,19,1,3,2,07:47,3,70,0,-1,0,0,1,2,2,0,0,2,19,17,0,0,0,0,1,-1,1,6,11,1
2194132,2014547850114,2,1,2,1,6,3,9,1,3,7,13:59,6,40,0,-1,0,0,1,1,1,0,0,2,9,3,0,0,0,0,2,-1,1,8,-1,1
2199718,2014610030814,2,2,1,2,5,3,9,2,2,6,15:15,6,50,0,-1,0,0,1,1,1,0,0,2,9,2,0,0,0,0,2,-1,2,5,6,2
2200563,2014621400048,1,1,1,1,5,3,9,1,3,7,01:14,6,30,0,-1,0,0,4,1,2,0,0,1,9,18,0,0,0,11,1,-1,1,5,7,1
2200930,2014621400335,2,3,2,1,7,3,8,1,3,1,23:13,3,30,7,2,0,5,5,1,1,0,0,1,8,18,0,8,0,0,1,1,1,9,9,1
2213652,201497KB03003,1,1,2,2,10,3,9,1,3,3,10:00,6,30,6,4,0,4,1,1,2,0,0,1,9,18,0,8,0,0,4,-1,1,10,10,1
2213882,201497KC03606,1,1,1,1,8,3,3,1,3,4,22:00,6,50,0,-1,0,0,6,2,2,0,0,2,3,16,0,0,0,0,0,1,1,8,42,1
2214224,201497LB01911,2,1,2,1,5,3,9,3,3,7,14:30,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,4,-1,1,7,8,1
2214476,201497NA04304,1,1,1,1,10,3,9,1,3,4,08:00,6,60,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,11,3,-1,1,10,13,1
2221501,201501EO40913,1,1,1,1,10,3,9,1,3,2,21:30,6,30,3,4,0,8,4,2,2,0,0,1,9,18,0,1,4,0,1,-1,1,10,3,1
2223120,201501GD10965,2,1,1,2,6,3,1,1,3,5,19:25,6,20,3,4,0,0,4,2,2,0,0,1,1,9,0,8,0,0,4,-1,2,6,-1,1
2225546,201501JI40241,2,1,1,1,6,3,5,-1,3,6,18:20,6,30,8,4,0,0,1,1,1,0,0,1,5,18,0,8,0,0,1,-1,1,6,-1,-1
2227072,201501KD50690,2,4,2,1,5,3,9,-1,2,3,00:54,6,30,0,-1,0,0,4,2,2,0,0,1,9,18,0,0,0,0,3,-1,1,4,9,-1
2227432,201501KF60297,2,1,2,2,3,3,9,1,3,1,13:40,6,30,3,4,0,0,1,1,1,0,0,1,9,7,0,8,0,0,1,-1,2,6,14,1
2229362,201501LX50530,2,1,1,1,5,3,1,1,3,1,14:50,6,30,3,4,0,0,1,1,1,0,0,1,1,14,0,1,8,0,1,-1,1,5,-1,1
2244844,201501YR90501,1,1,1,1,4,3,3,1,3,5,18:00,6,30,0,-1,0,8,1,1,1,0,0,1,3,14,0,0,0,0,1,-1,1,4,2,1
2249342,201504ED15541,2,1,1,1,5,3,4,1,3,6,17:45,6,30,0,-1,0,0,4,2,2,0,0,1,4,18,0,0,0,0,1,-1,1,5,2,1
2249400,201504ED15577,2,1,1,1,5,3,9,1,3,1,04:00,1,30,1,4,0,0,4,5,2,0,0,1,9,5,0,4,0,0,3,-1,1,5,12,1
2250751,201504SA15210,2,1,1,1,9,3,5,1,3,4,19:00,6,60,3,4,0,0,1,1,1,0,0,2,5,16,0,1,0,0,3,-1,1,9,0,1
2250762,201504SA15217,1,1,3,1,8,3,0,-1,3,6,22:25,6,30,3,4,0,0,4,2,2,0,0,1,8,4,0,1,0,4,1,1,1,6,15,1
2251226,201504SA15545,1,1,1,2,5,3,9,1,3,6,09:20,6,50,0,-1,0,0,1,1,2,0,0,2,9,3,0,0,0,0,2,2,2,5,2,1
2253027,201504WB15009,1,1,1,1,5,3,3,3,3,4,08:07,6,30,0,-1,0,0,1,3,4,0,0,1,3,4,0,0,0,0,0,1,1,5,9,3
2254118,2015051500161,2,2,2,1,5,3,11,1,3,6,20:48,6,30,6,2,0,0,4,1,1,0,0,1,11,3,0,2,0,0,2,1,1,6,4,1
2254354,2015051500416,3,1,1,1,3,3,9,1,3,6,00:55,7,40,1,4,0,0,4,1,2,0,0,1,9,18,0,4,0,7,1,-1,1,3,-1,1
2257431,2015051503194,2,1,1,1,6,2,3,1,2,6,16:50,6,30,3,4,0,0,1,1,1,0,0,1,3,18,0,1,0,0,1,-1,1,6,13,1
2257828,201506A001392,2,1,1,1,2,3,1,1,3,1,12:55,6,30,3,4,0,0,1,1,1,0,0,1,1,18,0,8,0,0,1,-1,1,2,-1,1
2258362,201506E001226,2,3,2,1,6,3,9,1,3,5,19:50,6,20,6,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,4,-1,1,8,1,1
2259397,201506J002451,2,1,1,2,2,3,1,-1,3,7,18:30,6,30,6,4,0,0,1,1,1,0,0,1,1,18,0,6,0,0,1,-1,2,2,-1,-1
2260741,201506M097841,2,1,1,2,9,3,9,1,3,4,09:45,3,30,6,2,0,5,1,1,1,0,0,1,9,18,0,2,0,0,4,1,2,9,-1,1
2262467,2015075048034,1,3,2,1,10,3,9,1,3,5,12:40,6,30,3,4,0,4,1,1,2,0,0,1,9,7,0,2,0,0,2,-1,2,8,13,1
2266674,2015100258015,2,1,1,1,9,3,9,1,3,5,17:27,3,70,0,-1,0,0,1,1,1,0,0,2,9,3,0,0,0,0,2,1,1,9,1,1
2269391,2015100768915,1,1,1,1,4,3,9,1,3,4,08:38,6,30,0,-1,0,5,4,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,4,9,1
2272204,2015120079923,2,1,1,2,7,3,1,1,3,5,21:40,6,30,3,4,0,0,4,1,1,0,0,1,1,18,0,1,0,0,4,-1,2,7,-1,1
2272801,2015120123912,2,1,1,2,1,3,1,2,3,5,13:45,6,30,3,4,0,0,1,1,1,0,0,2,1,18,9,1,0,0,1,-1,2,1,-1,2
2272839,2015120127833,1,1,3,1,3,2,0,1,2,7,16:54,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,4,1,2,6,1,-1
2273917,2015120214202,2,2,1,2,8,2,1,1,2,5,12:45,6,30,3,4,0,5,1,1,2,0,0,1,1,18,0,1,0,0,1,-1,2,8,-1,1
2276788,20151325U1189,1,2,3,1,3,3,0,1,2,7,17:40,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,1,7,16,1
2278327,20151328C1187,3,1,1,1,5,2,2,1,2,4,17:26,6,20,3,4,2,1,1,1,1,0,0,1,2,13,0,1,0,0,4,-1,1,5,5,1
2280192,2015132BC0752,1,1,1,2,6,3,9,1,3,5,13:23,1,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,1,-1,2,6,7,1
2281360,201514A006815,1,1,3,1,3,2,0,1,2,3,15:45,6,30,0,-1,0,1,1,1,1,0,0,1,9,18,0,0,0,0,4,-1,1,9,15,1
2281485,201514A025015,2,2,1,1,6,3,9,1,3,4,18:00,3,40,0,-1,0,0,4,1,1,0,0,1,9,18,0,0,0,0,1,2,1,6,5,1
2282658,201514B014215,2,1,1,1,3,3,1,1,3,7,21:16,1,40,1,4,0,0,4,1,2,0,0,2,1,18,9,8,0,0,3,-1,1,3,-1,1
2288752,2015160D05021,1,1,1,2,6,3,9,1,3,3,15:30,6,30,3,4,0,5,1,1,2,0,0,1,9,9,0,8,0,0,1,-1,2,6,9,1
2289659,2015170M10685,1,1,1,1,10,3,9,1,3,1,12:55,3,30,9,4,0,0,1,2,2,6,0,1,9,9,0,8,10,2,4,-1,1,10,14,1
2303317,201522C502255,1,1,3,2,6,3,0,1,3,3,08:45,6,30,0,-1,0,0,1,1,1,0,0,1,9,18,0,0,0,0,4,-1,2,7,10,1
2305917,2015230041174,3,3,1,1,6,3,9,1,3,7,22:39,6,30,0,-1,0,0,4,1,1,0,0,1,9,18,0,0,0,10,4,2,1,6,1,1
2307145,201523S010478,1,2,2,1,11,3,9,1,2,2,14:15,3,70,0,-1,0,0,1,2,2,0,0,2,9,18,0,0,0,7,1,-1,2,9,7,2
2312113,201531C001815,1,1,1,2,7,3,9,1,3,4,10:04,6,30,6,2,1,5,1,2,2,0,0,1,9,5,0,8,0,0,3,2,2,7,9,1
2312764,201531C148515,2,1,1,2,8,3,9,1,3,4,17:10,6,30,0,-1,0,8,1,1,1,0,0,1,9,2,0,0,0,0,2,-1,2,8,10,1
2317060,2015320129327,2,1,1,1,6,3,9,2,3,2,08:33,6,60,6,4,0,0,1,2,2,0,0,2,9,18,0,1,0,0,4,2,1,6,8,2
2320121,2015331505388,1,1,1,2,8,3,9,-1,3,1,00:30,6,30,0,-1,0,0,7,1,1,0,0,1,9,18,0,0,0,0,0,-1,2,8,16,-1
2321282,201534WN05995,1,1,1,2,7,3,9,1,3,3,16:30,1,30,1,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,7,-1,1
2321763,201534WS01275,1,1,1,2,4,3,9,1,3,7,19:09,3,70,0,-1,0,0,6,1,2,0,0,2,9,18,0,0,0,4,1,-1,2,4,3,1
2324411,2015350209715,1,1,1,2,8,3,9,3,3,5,09:07,7,70,5,4,0,0,1,1,1,0,0,2,9,18,0,7,0,0,1,-1,2,8,11,3
2329185,2015405BA0489,1,1,1,1,5,3,9,1,2,1,09:30,6,60,0,-1,0,0,1,1,1,0,0,2,9,18,0,0,0,0,1,-1,1,5,7,1
2329813,2015405CA0566,2,1,1,2,7,3,9,1,3,3,15:40,6,60,1,4,0,0,1,2,2,0,0,2,9,4,0,4,0,0,2,-1,2,7,11,1
2335670,201542I034602,2,1,1,2,7,3,9,1,3,2,08:20,6,50,0,-1,0,0,1,1,2,0,0,1,9,3,0,0,0,0,2,2,2,7,4,1
2337014,201542I148205,1,1,3,2,11,2,0,1,2,7,14:30,6,30,6,4,0,0,1,1,1,0,0,1,9,9,0,8,0,0,1,-1,2,8,4,1
2341463,201543P123115,1,1,3,1,2,3,0,1,3,5,08:45,6,30,1,4,0,4,1,1,1,0,0,1,9,18,0,1,0,0,4,-1,3,-1,-1,-1
2343823,201543R187105,2,2,1,2,9,3,9,1,3,1,18:30,6,30,3,4,0,0,1,1,1,0,0,1,9,18,0,8,0,0,1,-1,2,9,0,1
2347315,2015440081296,1,1,1,1,6,3,9,1,3,2,17:12,6,30,3,4,0,0,1,1,2,0,0,1,9,16,0,1,0,0,1,-1,1,6,-1,1
2348994,2015440229101,1,1,1,2,9,3,9,1,3,1,14:00,6,30,3,4,0,8,1,1,1,0,0,1,9,18,0,2,7,0,1,-1,2,9,15,1
2353561,2015450025011,2,1,1,1,7,3,1,1,3,1,09:00,6,40,0,-1,0,0,1,1,1,0,6,2,1,18,0,0,0,0,1,-1,1,7,-1,1
2356594,2015450036214,1,1,1,2,8,3,9,1,3,4,17:20,1,40,1,4,0,0,4,1,1,0,2,1,9,18,0,8,0,0,1,-1,2,8,17,1
2356962,2015460251786,2,1,1,1,7,3,9,1,3,4,15:40,3,30,3,2,0,4,1,1,1,0,0,1,9,4,0,2,0,0,2,1,1,7,4,1
2358712,2015460255723,2,1,1,1,6,2,3,1,2,7,20:12,6,40,3,4,0,0,4,2,2,0,0,1,3,18,0,1,0,0,1,-1,1,6,1,1
2362041,2015460262667,1,1,1,1,7,3,9,-1,3,4,10:40,6,40,0,-1,0,0,1,2,1,0,0,2,9,18,0,0,0,0,3,-1,1,7,3,-1
2364906,2015471501951,1,1,1,1,6,3,9,1,3,5,15:05,6,30,3,4,2,4,1,7,1,0,0,1,9,18,0,2,10,0,1,-1,1,6,6,1
2367355,2015471505089,2,1,1,1,8,3,1,1,3,5,08:10,6,30,0,-1,0,0,1,1,1,0,0,1,1,18,0,0,0,0,1,-1,1,8,-1,1
2369307,2015480031496,1,1,3,2,9,3,0,-1,3,5,16:09,3,20,9,2,2,4,1,-1,2,0,0,1,19,18,0,1,0,0,4,1,1,6,3,1
2374987,2015520502704,2,2,1,1,6,3,21,2,3,5,06:50,6,60,1,4,0,0,1,1,1,0,0,2,21,18,0,8,0,0,1,-1,1,6,-1,2
2387850,2015621500598,2,2,1,1,6,3,9,1,3,4,16:04,3,70,0,-1,0,0,1,1,1,0,0,2,9,3,0,0,0,0,2,-1,1,6,-1,1
2389895,2015621502111,1,1,1,1,9,3,9,1,3,6,10:54,6,30,9,2,0,5,1,1,2,0,0,1,9,10,0,1,7,0,1,-1,1,9,-1,1
2397737,2015961501797,1,1,1,2,11,2,9,2,2,7,13:15,6,30,0,-1,0,1,1,2,2,0,0,2,9,18,0,0,0,0,1,-1,2,11,13,2
2398956,201597GA00209,2,1,1,1,7,3,9,1,3,4,13:55,2,30,9,2,0,0,1,1,1,0,0,1,9,5,0,8,0,0,4,1,1,7,3,1
2405632,2016010004199,1,1,1,1,7,3,9,1,3,2,23:05,1,20,1,2,0,5,4,1,1,0,0,1,9,3,0,8,0,0,2,-1,1,7,11,1
2406644,2016010006136,1,1,3,1,4,3,0,1,3,6,15:00,6,30,9,2,0,8,1,1,1,0,0,1,9,18,0,2,0,0,1,1,1,8,9,1
